PROVINCIA;LOCALITA;TIPOLOGIA;TIPOLOGIA SECONDARIA;STELLE;DENOMINAZIONE;INDIRIZZO;NUMERO CIVICO;INTERNO;CAP;TELEFONO;FAX;EMAIL;SITO WEB;ZONA;ACCESSO AI DISABILI;PISCINA;PISCINA COPERTA;RISTORANTE;PARCHEGGIO;SALA CONFERENZE;ARIA CONDIZIONATA;GIOCHI BIMBI;SAUNA;SOLARIUM;FITNESS;ANIMALI AMMESSI;CENTRO STORICO;ZONA FIERA;LAGO;AEROPORTO;AUTOSTRADA;IMPIANTI RISALITA;STAZIONE FS;MARE;TERMALE;PERIFERIA;COLLINARE;INGLESE;FRANCESE;TEDESCO;SPAGNOLO;CHIUSURA TEMPORANEA;ALTRI SERVIZI;DATA ULTIMA MODIFICA;NUOVA CLASSIFICAZIONE LR11;COMUNE;CATEGORIA;CODICE IDENTIFICATIVO
VICENZA;CANOVE;RESIDENCE;;;BIVIO ITALIANO;VIA ROMA;96;;36010;0424692505;0424692505;;;altopiano-asiago;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;12/08/2013;;ROANA;3;76880
VICENZA;;AFFITTACAMERE;;;LOCANDA MIRELLA;Via Rendola;53;;36012;042463810;;locanda.mirella@gmail.com;;altopiano-asiago;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;26/02/2014;;ASIAGO;3;81720
VICENZA;;AFFITTACAMERE;;;LA PERGOLA TRATTORIA CON ALLOGGIO;Via Dante Alighieri;134;;36040;0444601675;0444405602;info@trattorialapergola.it;;vicenza;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;;15/01/2014;;BRENDOLA;3;86320
VICENZA;;AFFITTACAMERE;;;LOCANDA DA PORTO;Via Caboto;16;;36071;0444453051;;dbmchef@live.it;;vicenza;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;;22/01/2014;;ARZIGNANO;3;86620
VICENZA;;AFFITTACAMERE;;;LOCANDA BALASSO;VIA BALASSO;1;;36030;0445593055;;info@rifugiobalasso.it;www.rifugiobalasso.it;vicenza;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;06/03/2014;;VALLI DEL PASUBIO;3;88220
VICENZA;DURLO;APPARTAMENTO;;;CA' DOMENICO;VIA FOJERE;;;36070;3357619509;0444441072;info@lorenzogriso.it;;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;31/05/2017;;CRESPADORO;3;96560
VICENZA;;AFFITTACAMERE;;;LA TANA DELLE ANGUANE;VIA CUMERLATI;N. 9;;36030;04451654625;;gfirrare@libero.it;;vicenza;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;05/12/2014;;VALLI DEL PASUBIO;3;103684
VICENZA;;AFFITTACAMERE;;;LA STANZA DI ANNA;VIA CUMERLATI;11;;36030;04451654625;;b.faresin@libero.it;;vicenza;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;20/10/2015;;VALLI DEL PASUBIO;3;103722
VICENZA;;APPARTAMENTO;;;ALLOGGI CALIERONI;via Val Frenzela;58;;36020;;;;;vicenza;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;22/04/2015;;VALSTAGNA;3;110482
VICENZA;;RIFUGIO;Rifugio alpino;;RIFUGIO ADRIANA MALGA MOLINE;Località Moline;;;36012;0424445115;0424445115;info@centrofondo-gallio.com;www.centrofondo-gallio.com;altopiano-asiago;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;;04/12/2012;;ASIAGO;;176
VICENZA;;RIFUGIO;Rifugio alpino;;RIFUGIO MALGA LARICI;Località Larici;;;36012;042466383;042466383;info@rifugiolarici.it;;altopiano-asiago;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;gruppo elettrogeno;19/11/2013;;ASIAGO;;177
VICENZA;;RIFUGIO;Rifugio alpino;;RIFUGIO VALMARON;Località Valmaron;;;36052;0424490267-3334327662;0424490267;info@valmaron.it;www.valmaron.it;altopiano-asiago;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Vero;Falso;PIAZZOLLA ELICOTTERI, SONDA NEVE;04/12/2012;;ENEGO;;179
VICENZA;;RIFUGIO;Rifugio alpino;;RIFUGIO ALPINO MARCESINA;Via Murialdo;35;;36052;0424490209 - 0424490908;;info@rifugiomarcesina.it;www.rifugiomarcesina.it;altopiano-asiago;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;noleggio bici da montagna;20/11/2013;;ENEGO;;180
VICENZA;;RIFUGIO;Rifugio alpino;;RIFUGIO MALGA CAMPOMULO;Valle Di Campomulo;;;36032;0424445115;0424445115;info@centrofondo-gallio.com;www.centrofondo-gallio.com;altopiano-asiago;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Falso;;04/12/2012;;GALLIO;;181
VICENZA;;RIFUGIO;Rifugio alpino;;RIFUGIO CAMPOGROSSO;Strada Campogrosso;7620;;36076;044575030;;info@rifugiocampogrosso.com;www.rifugiocampogrosso.com;vicenza;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;sala polifunzionale per 90 persone;06/10/2014;;RECOARO TERME;;183
VICENZA;;RIFUGIO;Rifugio alpino;;RIFUGIO CESARE BATTISTI;Strada Gazza;7550;;36076;044575235;;rifugiocesarebattisti@hotmail.it;www.caivaldagno.it;vicenza;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;CHIESETTA LIMITROFA DEDICATA AI CADUTI IN MONTAGNA;21/07/2016;;RECOARO TERME;;185
VICENZA;;RIFUGIO;Rifugio alpino;;PICCOLE DOLOMITI LA GUARDIA;Strada Campogrosso;3300;;36076;044575257;044575257;vagheggi.g@libero.it;;vicenza;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;18/03/2013;;RECOARO TERME;;186
VICENZA;MEZZASELVA;RIFUGIO;Rifugio escursionistico;;RIFUGIO VERENETTA;Località Verenetta;;;36010;042466061 - 3477811259;042466498;lorenasci@libero.it;www.skiverena.com;altopiano-asiago;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;;04/12/2012;;ROANA;;187
VICENZA;COLLI ALTI;RIFUGIO;Rifugio alpino;;RIFUGIO ALPE MADRE;Via Col Moschin;2;;36020;0424559076;;info@alpemadre.it;www.alpemadre.it;vicenza;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Falso;;18/07/2013;;SOLAGNA;;188
VICENZA;;RIFUGIO;Rifugio alpino;;RIFUGIO GENERALE ACHILLE PAPA;Strada Degli Eroi;;;36030;0445630233;;rifugiopapa@caischio.it;www.caischio.it;vicenza;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;15/05/2018;;VALLI DEL PASUBIO;;189
VICENZA;CAMPODALBERO;RIFUGIO;Rifugio escursionistico;;RIFUGIO BERTAGNOLI;Via la Piatta;1/2;;36070;04441770286;;info@rifugiobertagnoli.it;www.rifugiobertagnoli.it;vicenza;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;;05/02/2015;;CRESPADORO;;305
VICENZA;;BED AND BREAKFAST;;;POGGIO AL LAGO;Via Chiesa Vecchia;15;;36057;0444273030 - 3488106849;0444273863;info@poggioallago.net;www.poggioallago.net;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Vero;Falso;babysitting,terrazza,sala lettura,noleggio bici;24/10/2012;;ARCUGNANO;;1140
VICENZA;;BED AND BREAKFAST;;;CA' DEL VENTO;Via Costacolonna;59;;36057;0444533618 - 3381392316;0444533618;cadelvento@hotmail.com;www.cadelventoitaly.com;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Vero;Falso;biblioteca,barbeque,internet,corsi lingue/cucina/;24/10/2012;;ARCUGNANO;;1141
VICENZA;;BED AND BREAKFAST;;;B&B AL BUCANEVE - ASIAGO;Via Brigata Piemonte;46;;36012;3282845249 - 3288457952 - 042464287;042464287;albucaneveasiago@hotmail.it;www.bebasiago.wordpress.com;altopiano-asiago;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;06/02/2018;;ASIAGO;;1147
VICENZA;;BED AND BREAKFAST;;;VILLA TRA'MONTI;Via San Francesco;5;;36061;0424525001 - 3287141329;0424525001;info@villa-tramonti.com;www.villa-tramonti.com;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;tv, sauna;24/10/2012;;BASSANO DEL GRAPPA;;1149
VICENZA;;BED AND BREAKFAST;;;B&B ROSARANCIO;Contrà Campien;33;;36061;0424504393;0424504393;info@rosarancio.com;www.rosarancio.com;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Falso;Falso;barbeque disponibile in giardino, tv satellitare, piscina;26/07/2013;;BASSANO DEL GRAPPA;;1151
VICENZA;;BED AND BREAKFAST;;;DOWNTOWN B&B;Vicolo Menarola;15;;36061;0424521885;0424521885;downtownbb@tiscali.it;;vicenza;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;;05/09/2014;;BASSANO DEL GRAPPA;;1152
VICENZA;;BED AND BREAKFAST;;;BASSIANO BED AND BREAKFAST;Via Motton;101;;36061;042434098 - 3394524447;;bassianobb@libero.it;;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;;12/10/2011;;BASSANO DEL GRAPPA;;1156
VICENZA;;BED AND BREAKFAST;;;ALLA PERGOLA;Vicolo Don A. Menin;21;;36030;0444985540;0444985540;info@allapergola.net;www.allapergola.net;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;WI FI - ACCESSO AI MEZZI PUBBLICI;25/09/2017;2 Leoni;CALDOGNO;;1162
VICENZA;;BED AND BREAKFAST;;;B&B PONTE MARCHESE;Via Damiano Chiesa - Loc. Rettorgole;13;;36030;0444985450;0444985450;info@bb-pontemarchese.it;www.bb-pontemarchese.it;vicenza;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;ACCESSO/VICNANZA AI MEZZI PUBBLICI SALA LETTURA WI-FI;30/08/2017;3 Leoni;CALDOGNO;;1163
VICENZA;;BED AND BREAKFAST;;;B&B ANNA;Via Doria;24/g;;36051;0444520383 - 3294009509;;bbanna1@virgilio.it;www.bbanna.has.it;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;sala tv, piccola biblioteca;24/10/2012;;CREAZZO;;1172
VICENZA;;BED AND BREAKFAST;;;B&B PARAISO;Via Paraiso;7;;36051;0444522346;0444522346;bb.paraiso@libero.it;www.bbparaiso.it;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;possibilità letto aggiunto in una camera;22/11/2011;;CREAZZO;;1173
VICENZA;;BED AND BREAKFAST;;;KEMPLEN;Via Kemplen;2;;36032;0424463125;;vittorio.stella@ntrnet.it;;altopiano-asiago;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;19/01/2015;;GALLIO;;1175
VICENZA;;BED AND BREAKFAST;;;BEDNROSES;Via Valdissera;96;;36033;0444975190 - 3295662445;0444975190;inisfri@alice.it;;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Vero;Falso;;01/03/2016;2 Leoni;ISOLA VICENTINA;;1179
VICENZA;;BED AND BREAKFAST;;;LA MANDRUNA;Via Sciessere;57;;36046;0424406064;0424406064;roomserviceronzani@libero.it;web.tiscali.it/lamandruna;altopiano-asiago;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Falso;Falso;biblioteca, bike service, solarium;24/10/2012;;LUSIANA;;1186
VICENZA;;BED AND BREAKFAST;;;B&B IN COLLINA;Via Val Bella Alta;15;;36063;0424780377;0424472963;info@locandavalbella.it;www.locandavalbella.it;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;televisore;19/12/2011;;MAROSTICA;;1194
VICENZA;;BED AND BREAKFAST;;;AI TRE ARCHI;Via Venere;11;;36055;0424780619 - 0424828368 - 3471013826;0424780619;aitrearchi@gmail.com;aitrearchi@blogspot.com;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;corsi ceramica, animatore turistico;18/10/2012;;NOVE;;1203
VICENZA;;BED AND BREAKFAST;;;IL GERANIO;Via Oldelle;4/a;;36060;0424781119-3387527548;0424781119;info@ilgeranio.it;www.ilgeranio.it;vicenza;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;wi-fi parcheggio non custodito;19/10/2017;2 Leoni;PIANEZZE;;1204
VICENZA;;BED AND BREAKFAST;;;VILLA DEL SOLE;Via XXV Aprile;20;;36060;3493561747;0424780803;bordignon.prisca@villadelsole.net;www.villadelsole.net;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;solarium;12/01/2016;2 Leoni;PIANEZZE;;1205
VICENZA;;BED AND BREAKFAST;;;B&B IL GRILLO GIALLO;Contrà Grilli;6;;36010;3495301493;;irmalovatoserena@gmail.com;;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;;10/01/2017;;POSINA;;1209
VICENZA;;BED AND BREAKFAST;;;B&B VILLA GHISELLI;Via degli Ulivi;1;;36020;042480519 - 3396380884;;bedandbreakfast@ghiselli.net;www.ghiselli.net;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Falso;Falso;;24/10/2012;;POVE DEL GRAPPA;;1211
VICENZA;MEZZASELVA;BED AND BREAKFAST;;;HAPPY DAYS;Via IV Novembre;22;;36010;3475796283;0424462935;info@bbhappydays.it;www.bbhappydays.it;altopiano-asiago;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;caminetto,sala lettura,tv in camera,solarium,taverna, accesso rete adsl wireless gratuito, convenzioni pizzerie e ristoranti;25/10/2012;;ROANA;;1217
VICENZA;CAMPOROVERE;BED AND BREAKFAST;;;LA VETTA;Via Trieste;49;;36010;3391249770;;info@bbasiago.it;www.bbasiago.it;altopiano-asiago;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;tv, parcheggio pubblico, frigo bar;15/11/2012;;ROANA;;1218
VICENZA;CANOVE;BED AND BREAKFAST;;;ANTICO BINARIO;Villaggio Stella Alpina;19;;36010;3383991962 - 3473669156;;antico.binario@libero.it;www.anticobinario.it;altopiano-asiago;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;connettivita' internet a banda larga;24/10/2012;;ROANA;;1219
VICENZA;TRESCHE CONCA;BED AND BREAKFAST;;;AI GRANATIERI;Via Campiello;134;;36010;0424694034;;panozzo.letizia@gmail.com;;altopiano-asiago;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;PARCHEGGIO NON CUSTODITO ACCESSO/VICINANZA MEZZI PUBBLICI;28/07/2017;2 Leoni;ROANA;;1221
VICENZA;;BED AND BREAKFAST;;;LE FATE CORBEZZOLE;Via Marze;18/a;;36060;3486940158;;info@corbezzole.it;www.corbezzole.it;vicenza;Vero;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;;26/10/2012;;ROMANO D'EZZELINO;;1222
VICENZA;;BED AND BREAKFAST;;;LION'S;Via Papa Giovanni XXIII;2;;36013;0445650021;0445650021;650021@gmail.com;;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Vero;Falso;TV in camera;02/05/2013;;PIOVENE ROCCHETTE;;1223
VICENZA;;BED AND BREAKFAST;;;BED AND BREAKFAST ROTZO;Via Capovilla;30;;36010;0424691169;;info@bedbreakfast-rotzo.com;www.bedbreakfast-rotzo.com;altopiano-asiago;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;solarium, soggiorno,internet-point, biblioteca, mountain bike;24/05/2018;3 Leoni;ROTZO;;1226
VICENZA;;BED AND BREAKFAST;;;CASA VENETA;Via Europa;2;;36066;0444659252 - 3283363994;0444659252;apozzato@libero.it;;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Vero;Vero;Falso;Falso;laboratorio teatrale bimbi, visite guidate;20/01/2014;;SANDRIGO;;1227
VICENZA;;BED AND BREAKFAST;;;IL BOSCO DEL MONTE CAVALLO;Via Cavallo;1;;36040;3497485385;;brocca.giampaolo@gmail.com;www.xoomer.virgilio.it/montecavallo;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;;02/10/2014;;VAL LIONA;;1229
VICENZA;;BED AND BREAKFAST;;;B&B AL MONTEGALLO;Via Monte Gallo;3;;36040;0444436848;0444436848;info@almontegallo.it;www.almontegallo.it;vicenza;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Vero;Falso;Falso;Falso;;24/10/2012;;SAREGO;;1231
VICENZA;;BED AND BREAKFAST;;;B&B LA SOFFITTA;Vicolo Leogretta;6;;36015;0445519084;0445519084;info@bblasoffitta.it;www.bblasoffitta.it;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;08/06/2018;;SCHIO;;1232
VICENZA;;BED AND BREAKFAST;;;B&B MARIANO;Via Aste;60;;36015;0445530973;;vincemartino@tin.it;;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;;16/01/2015;;SCHIO;;1233
VICENZA;;BED AND BREAKFAST;;;B&B AI CASTELLI;Via degli Olmi;6A;;36050;0444572671 - 3771148270;0444572671;m.anaclerio@tin.it;http://www.bandb-veneto.it/kokonor/img_bandb/schede/castelli.html;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Vero;Falso;Vero;Falso;Vero;Falso;Falso;wi-fi - piscina estiva;15/03/2018;;SOVIZZO;;1235
VICENZA;;BED AND BREAKFAST;;;FORTUNA;Via Udine;63;;36040;0444381101 - 3474116372;;rita_raimondi@alice.it;www.fortunabedandbreakfast.com;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;25/10/2012;;TORRI DI QUARTESOLO;;1240
VICENZA;;BED AND BREAKFAST;;;B&B URBANI;Via Figigola;37;;36078;0445407876;;bblucianaurbani@libero.it;;vicenza;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;televisione in camera, internet wireless;12/09/2014;;VALDAGNO;;1244
VICENZA;;BED AND BREAKFAST;;;CAFFE' NUOVO;Via SS. Trinità;53;;36078;0445410493;;bobisan@alice.it;;vicenza;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;;20/01/2015;;VALDAGNO;;1245
VICENZA;;BED AND BREAKFAST;;;LA SISILLA;Via Ertele;14;;36030;0445630466;;;;vicenza;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;18/05/2017;;VALLI DEL PASUBIO;;1248
